study_id,kikm_uri,variable,variable_label,type
CPP4674,http://debategraph.org/Details.aspx?nid=420643,BIRTHHC,Birth head circumference (cm),subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,APGAR1,APGAR Score 1 min after birth,subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,APGAR5,APGAR Score 5 min after birth,subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,CRY,Child cried after birth ?,subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,MOTHRID,Mother ID,subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,CTRYCD,Country of investigative site (code),subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,COUNTRY,Country of investigative site,subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,REGCTRY,Region within country,subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,REGCTYP,Type of subdivision,subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,CITYTOWN,"City, town or village",subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,LATITUDE,Latitude  (degrees),subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,LONGITUD,Longitude (degrees),subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,MAGE,Maternal age at birth of child (yrs),subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,MRACEN,Maternal race (num),subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,MRACE,Maternal race,subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,FAGE,Fathers age at birth of child (yrs),subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,MHTCM,Maternal height (cm),subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,MMARITN,Mothers marital status (num),subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,MMARIT,Mothers marital status,subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,MEDUCYRS,"Mother, years of education",subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,MWORK,Mother type or work,subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,FEDUCYRS,"Father, years of education",subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,FWORK,Father type of work,subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,PARITY,Maternal parity,subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,GRAVIDA,Maternal num pregnancies,subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,NABT,Maternal num of abortions,subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,NSTLBRTH,Maternal num of still births,subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,TTPREGN,Time to pregnancy (num),subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,NUMHCVIS,Number of antenatal health care visits,subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,MCIGNUM,Num cigarettes mom smoked per day,subject-level
CPP4674,http://debategraph.org/Details.aspx?nid=420643,ANTPTNUM,Time point (num),time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,ANTPT,Time point description,time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,AGEDAYS,Age since birth at examination (days),time indicator
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WTKG,Weight (kg),time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,HTCM,Standing height (cm),time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,LENCM,Recumbent length (cm),time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,BMI,BMI (kg/m**2),time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,HCIRCM,Head circumference (cm),time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WAZ,Weight for age z-score,time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,HAZ,Length/height for age z-score,time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WHZ,Weight for length/height z-score,time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,BAZ,BMI for age z-score,time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,HCAZ,Head circum for age z-score,time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,MSRARTOT4Y,"SRA; non verbal, total raw score: MOTHER 4 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,MSRARPCT4Y,"SRA; non verbal, rank, percentile: MOTHER 4 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,MSRARQUO4Y,"SRA; non verbal, rank, quotient: MOTHER 4 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,MSRARSTN4Y,"SRA; non verbal, rank, stanine: MOTHER 4 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,BALYMMBF8M,"Bayley scales; mental development; motor dev.; behavior profiles; diagnosis, final CHILD 8 MONTH (Number)",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,BALYMMBFC8M,"Bayley scales; mental development; motor dev.; behavior profiles; diagnosis, final CHILD 8 MONTH (Category)",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,BALYMDST8M,"Bayley scales; mental development; score, total  CHILD 8 MONTH",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,BALYMOTS8M,"Bayley scales; motor development; score, final  CHILD 8 MONTH",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,RBALYMDST8M,"Bayley scales; mental development; score, total  CHILD 8 MONTH (REPEATED)",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,RBALYMOTS8M,"Bayley scales; motor development; score, final  CHILD 8 MONTH (REPEATED)",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,SBIQPIN4Y,"Stanford-Binet Intelligence scale; IQ, Pinneau: CHILD, 4 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,SBIQCATN4Y,"Stanford-Binet Intelligence scale; IQ, classification: CHILD, 4 YEAR (Number)",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,SBIQCATC4Y,"Stanford-Binet Intelligence scale; IQ, classification: CHILD, 4 YEAR (Category)",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WIVINFR7Y,"Wechsler intelligence scales; verbal tests, information, raw score: CHILD, 7 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WIVINFS7Y,"Wechsler intelligence scales; verbal tests, information, scaled score: CHILD, 7 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WIVCOMPR7Y,"Wechsler intelligence scales; verbal tests, comprehension, raw score: CHILD, 7 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WIVCOMPS7Y,"Wechsler intelligence scales; verbal tests, comprehension, scaled score: CHILD, 7 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WIVVOCBR7Y,"Wechsler intelligence scales; verbal tests, vocabulary, raw score: CHILD, 7 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WIVVOCBS7Y,"Wechsler intelligence scales; verbal tests, vocabulary, scaled score: CHILD, 7 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WIVDIGSR7Y,"Wechsler intelligence scales; verbal tests, digit span, raw score: CHILD, 7 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WIVDIGSS7Y,"Wechsler intelligence scales; verbal tests, digit span, scales score: CHILD, 7 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WIVSUM7Y,"Wechsler intelligence scales; verbal tests, sum of verbal tests: CHILD, 7 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WIPPCARR7Y,"Wechsler intelligence scales; performance tests, picture arrangement, raw score: CHILD, 7 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WIPPCARS7Y,"Wechsler intelligence scales; performance tests, picture arrangement, scaled score: CHILD, 7 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WIPBLKDR7Y,"Wechsler intelligence scales; performance tests, block design, raw score: CHILD, 7 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WIPBLKDS7Y,"Wechsler intelligence scales; performance tests, block design, scaled score",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WIPCODR7Y,"Wechsler intelligence scales; performance tests, coding, raw score: CHILD, 7 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WIPCODS7Y,"Wechsler intelligence scales; performance tests, coding, scaled score: CHILD, 7 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WIPSUM7Y,"Wechsler intelligence scales; performance tests, sum of perfomance tests: CHILD, 7 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WIVSCR7Y,"Wechsler intelligence scales; verbal scale, score: CHILD, 7 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WIVIQ7Y,"Wechsler intelligence scales; verbal scale; IQ: CHILD, 7 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WIPSCR7Y,"Wechsler intelligence scales; performance scale, score: CHILD, 7 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WIPIQ7Y,"Wechsler intelligence scales; performance scale, IQ: CHILD, 7 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WIFSCR7Y,"Wechsler intelligence scales; full scale, score: CHILD, 7 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WIFIQ7Y,"Wechsler intelligence scales; full scale; IQ: CHILD, 7 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WRASCHTYN7Y,"Wide range achievement test, school, type: CHILD, 7 YEAR (Number)",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WRASCHTYC7Y,"Wide range achievement test, school, type: CHILD, 7 YEAR (Category)",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WRACURGR7Y,"Wide range achievement test, school, current grade: CHILD, 7 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WRASPCLS7Y,"Wide range achievement test, school, special class: CHILD, 7 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WRASPRSC7Y,"Wide range achievement test, spelling, raw score: CHILD, 7 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WRASPGRAT7Y,"Wide range achievement test, spelling, grade rating, grade: CHILD, 7 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WRARDRSC7Y,"Wide range achievement test, reading, raw score: CHILD, 7 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WRARDGTYN7Y,"Wide range achievement test, reading, grade rating, type: CHILD, 7 YEAR (Number)",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WRARDGTYC7Y,"Wide range achievement test, reading, grade rating, type: CHILD, 7 YEAR (Category)",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WRARDGRAT7Y,"Wide range achievement test, reading, grade rating, grade: CHILD, 7 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WRAARRSC7Y,"Wide range achievement test, arithmetic, raw score: CHILD, 7 YEAR",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WRAARGTYN7Y,"Wide range achievement test, arithmetic, grade rating, type: CHILD, 7 YEAR (Number)",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WRAARGTYC7Y,"Wide range achievement test, arithmetic, grade rating, type: CHILD, 7 YEAR (Category)",time-varying
CPP4674,http://debategraph.org/Details.aspx?nid=420643,WRAARGRAT7Y,"Wide range achievement test, arithmetic, grade rating, grade: CHILD, 7 YEAR",time-varying
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,STUDYID,Study ID,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,SUBJID,Subject ID,subject id
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,SUBJIDO,Original Subject ID,subject id
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,SITEID,Investigational Site ID,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,SEXN,Sex (numeric),subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,SEX,Sex,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,ETHNIC,Ethnicity,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,ARMCD,Treatment Arm Code,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,ARM,Treatment Arm,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,FEEDINGN,Feeding practice (numeric),subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,FEEDING,Feeding practice,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,DURBRST,Breastfeeding duration (days),subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,GAGEBRTH,Gestational age at birth (days),subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,BRTHYR,Year of birth,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,BRTHWEEK,Week of Birth,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,BWTREPT,Reported birth weight (gm),subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,AGEDAYS,Age since birth at examination (days),time indicator
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,WTKG,Weight (kg),subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,HTCM,Standing height (cm),subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,LENCM,Recumbent length (cm),subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,BMI,BMI (kg/m**2),subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,HCIRCM,Head circumference (cm),subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,WAZ,Weight for age z-score,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,HAZ,Length/height for age z-score,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,WHZ,Weight for length/height z-score,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,BAZ,BMI for age z-score,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,HCAZ,Head circum for age z-score,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,HPCIRCM,Hip circumference (cm),subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,WSTCIRCM,Waist circumference (cm),subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,MHTCM,Maternal height (cm),subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,MEDUCYRS,"Mother, years of education",subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,FHTCM,Fathers height (cm),subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,FEDUCYRS,"Father, years of education",subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,SMOKED,Mom smoked during pregnancy?,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,SMOKAMT,Smoking amount,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,ETOH,Alcohol intake during pregnancy?,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,ETOHAMT,Amount of alcohol,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,EDUCSELF,Years of education of the subject,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,NCHLD,Number of children in the home,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,CTRYCD,Country of investigative site (code),subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,COUNTRY,Country of investigative site,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,REGCTRY,Region within country,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,LATITUDE,Latitude  (degrees),subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,LONGITUD,Longitude (degrees),subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,ELEVATN,Elevation (feet),subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,ABGOW,Abnormal Growth,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,BGTAN,Breast Girls (Tanner Stages),subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,BGTANSD,Breast Girls (Tanner Stages) Sds,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,MENARC,Menarche (N/Y),subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,MENARCSD,Menarche (N/Y) Sds,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,PHGTAN,Pubic Hair Girls (Tanner Stages),subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,PHGTANSD,Pubic Hair Girls (Tanner Stages) Sds,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,GBTAN,Genital Boys (Tanner Stages),subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,GBTANSD,Genital Boys (Tanner Stages) Sds,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,PHBTAN,Pubic Hair Boys (Tanner Stages),subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,PHBTANSD,Pubic Hair Boys (Tanner Stages) Sds,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,TVOL,Testicular Volume,subject-level
DutchGrowth1997,http://debategraph.org/Details.aspx?nid=420665,TVOLSD,Testicular Volume Sds,subject-level
EE,http://debategraph.org/Details.aspx?nid=420657,STUDYID,Study ID,subject-level
EE,http://debategraph.org/Details.aspx?nid=420657,SUBJID,Subject ID,subject id
EE,http://debategraph.org/Details.aspx?nid=420657,SITEID,Investigational Site ID,subject-level
EE,http://debategraph.org/Details.aspx?nid=420657,SEXN,Sex (numeric),subject-level
EE,http://debategraph.org/Details.aspx?nid=420657,SEX,Sex,subject-level
EE,http://debategraph.org/Details.aspx?nid=420657,FEEDINGN,Feeding practice (numeric),subject-level
EE,http://debategraph.org/Details.aspx?nid=420657,FEEDING,Feeding practice,subject-level
EE,http://debategraph.org/Details.aspx?nid=420657,GAGEBRTH,Gestational age at birth (days),subject-level
EE,http://debategraph.org/Details.aspx?nid=420657,BIRTHWT,Birth weight (gm),subject-level
EE,http://debategraph.org/Details.aspx?nid=420657,CRY,Child cried after birth ?,subject-level
EE,http://debategraph.org/Details.aspx?nid=420657,IMMBCG,Child received BCG vaccine?,subject-level
EE,http://debategraph.org/Details.aspx?nid=420657,IMMOPV,Child received OPV vaccine?,subject-level
EE,http://debategraph.org/Details.aspx?nid=420657,RESPRELN,Respondant's relationship to child (num),subject-level
EE,http://debategraph.org/Details.aspx?nid=420657,RESPREL,Respondant's relationship to child,subject-level
EE,http://debategraph.org/Details.aspx?nid=420657,AGEDAYS,Age since birth at examination (days),time indicator
EE,http://debategraph.org/Details.aspx?nid=420657,GAGEDAYS,Gestational age at examination (days),time indicator
EE,http://debategraph.org/Details.aspx?nid=420657,WTKG,Weight (kg),time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,HTCM,Standing height (cm),time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,LENCM,Recumbent length (cm),time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,BMI,BMI (kg/m**2),time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,HCIRCM,Head circumference (cm),time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,MUACCM,Mid upper-arm circmuference (cm),time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,WAZ,Weight for age z-score,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,HAZ,Length/height for age z-score,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,WHZ,Weight for length/height z-score,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,BAZ,BMI for age z-score,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,HCAZ,Head circum for age z-score,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,MUAZ,MUAC for age z-score,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,BFEDFL,Child breast fed on this day,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,WEANFL,Child being weaned on this day,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,NUMLS,Number of loose stools on this day,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,SUMEP,Number of diarrheal episodes,subject-level
EE,http://debategraph.org/Details.aspx?nid=420657,SUMDIAR,Number of diarrheal days,subject-level
EE,http://debategraph.org/Details.aspx?nid=420657,SUMDAYS,Number of days monitored,subject-level
EE,http://debategraph.org/Details.aspx?nid=420657,PCTDIAR,Percent of days with diarrhea,subject-level
EE,http://debategraph.org/Details.aspx?nid=420657,MAGE,Maternal age at birth of child (yrs),subject-level
EE,http://debategraph.org/Details.aspx?nid=420657,NUMHCVIS,Number of antenatal health care visits,subject-level
EE,http://debategraph.org/Details.aspx?nid=420657,DLVLOCN,Location of delivery (num),subject-level
EE,http://debategraph.org/Details.aspx?nid=420657,DLVLOC,Location of delivery,subject-level
EE,http://debategraph.org/Details.aspx?nid=420657,DLVPSNN,Person conducting the delivery (num),subject-level
EE,http://debategraph.org/Details.aspx?nid=420657,DLVPSN,Person conducting the delivery,subject-level
EE,http://debategraph.org/Details.aspx?nid=420657,COMPRISK,Pregnancy complications/risk factors,subject-level
EE,http://debategraph.org/Details.aspx?nid=420657,EDUCCRGV,Highest education of caregiver,subject-level
EE,http://debategraph.org/Details.aspx?nid=420657,BLOOD_HGB,Blood Hemoglobin,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,PLASMA_FLCIGA,Plasma Anti-FliC IgA,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,PLASMA_FLCIGG,Plasma Anti-FliC IgG,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,PLASMA_LPSIGA,Plasma Anti-LPS IgA,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,PLASMA_LPSIGG,Plasma Anti-LPS IgG,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,SERUM_CRP,Serum C Reactive Protein,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,SERUM_FERRITIN,Serum Ferritin,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,SERUM_GLP2,Serum Glucagon-like peptide-2,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,SERUM_MPO,Serum Myeloperoxidase,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,SERUM_NEOPTN,Serum Neopterin,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,SERUM_REG1,Serum Regenerating protein 1b,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,STOOL_REG1,Stool Regenerating protein 1b,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,URINE_CLAUDIN,Urine Claudin,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,HR,Heart Rate,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,RESP,Respiratory Rate,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,TEMP,Temperature,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,COUGHFL,Cough flag,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,DEHYDFL,Dehydration flag,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,DIARFL,Diarrhea flag,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,DYSPNFL,Dyspnea flag,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,BLDSTLFL,Hematochezia flag,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,FLUFL,Influenza like illness flag,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,MULCERFL,Mouth ulceration flag,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,OTMFL,Otitis media flag,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,PNEUMOFL,Pneumonia flag,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,FEVERFL,Pyrexia flag,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,RNOSEFL,Rhinitis flag,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,SKINDSFL,Skin disorder flag,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,TACHPNFL,Tachypnea flag,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,VERTGOFL,Vertigo flag,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,VOMFL,Vomiting flag,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,WHEEZFL,Wheezing flag,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,RTIFL,Respiratory tract infection flag,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,CINDRWFL,Chest in-drawing flag,time-varying
EE,http://debategraph.org/Details.aspx?nid=420657,OTHILLFL,Other illness flag,time-varying
Fels,http://debategraph.org/Details.aspx?nid=420721,STUDYID,Study ID,subject-level
Fels,http://debategraph.org/Details.aspx?nid=420721,SUBJID,Subject ID,subject id
Fels,http://debategraph.org/Details.aspx?nid=420721,SUBJIDO,Original Subject ID,subject id
Fels,http://debategraph.org/Details.aspx?nid=420721,SITEID,Investigational Site ID,subject-level
Fels,http://debategraph.org/Details.aspx?nid=420721,SEXN,Sex (numeric),subject-level
Fels,http://debategraph.org/Details.aspx?nid=420721,SEX,Sex,subject-level
Fels,http://debategraph.org/Details.aspx?nid=420721,RACEN,Race (num),subject-level
Fels,http://debategraph.org/Details.aspx?nid=420721,RACE,Race,subject-level
Fels,http://debategraph.org/Details.aspx?nid=420721,FEEDINGN,Feeding practice (numeric),subject-level
Fels,http://debategraph.org/Details.aspx?nid=420721,FEEDING,Feeding practice,subject-level
Fels,http://debategraph.org/Details.aspx?nid=420721,DURBRST,Breastfeeding duration (days),subject-level
Fels,http://debategraph.org/Details.aspx?nid=420721,GAGEBRTH,Gestational age at birth (days),subject-level
Fels,http://debategraph.org/Details.aspx?nid=420721,AGEMNRCH,Age of menarche,subject-level
Fels,http://debategraph.org/Details.aspx?nid=420721,BRTHYR,Year of birth,subject-level
Fels,http://debategraph.org/Details.aspx?nid=420721,BIRTHWT,Birth weight (gm),subject-level
Fels,http://debategraph.org/Details.aspx?nid=420721,DELIVERY,Mode of delivery,subject-level
Fels,http://debategraph.org/Details.aspx?nid=420721,APGAR1,APGAR Score 1 min after birth,subject-level
Fels,http://debategraph.org/Details.aspx?nid=420721,APGAR5,APGAR Score 5 min after birth,subject-level
Fels,http://debategraph.org/Details.aspx?nid=420721,FAMID,Family Identifier,subject-level
Fels,http://debategraph.org/Details.aspx?nid=420721,MULTBRTH,Child of multiple births?,subject-level
Fels,http://debategraph.org/Details.aspx?nid=420721,AGESMKSP,Age (yrs) smoking stopped,subject-level
Fels,http://debategraph.org/Details.aspx?nid=420721,AGEETOSP,Age alcohol consumption stopped,subject-level
Fels,http://debategraph.org/Details.aspx?nid=420721,HYSTCTMY,Subject had a hysterectomy,subject-level
Fels,http://debategraph.org/Details.aspx?nid=420721,OOPHCTMY,Subject had an oophorectomy,subject-level
